Ticket_ID,Date,Produit,Catégorie,Quantité (kg),Prix au kg (€),Prix total (€),CO2_e_per_kg
TICKET_4485,2024-05-29,Poulet,Viandes,1.95,3.27,6.38,6.0
TICKET_4485,2024-05-29,Café,Produits transformés,2.6,17.32,45.03,16.0
TICKET_3574,2024-09-30,Œufs,Œufs,1.23,5.09,6.26,4.0
TICKET_3574,2024-09-30,Porc,Viandes,2.84,6.76,19.2,7.0
TICKET_3574,2024-09-30,Bananes,Fruits,1.56,15.96,24.9,0.8
TICKET_3574,2024-09-30,Bananes,Fruits,1.63,7.18,11.7,0.8
TICKET_3574,2024-09-30,Œufs,Œufs,2.76,2.04,5.63,4.0
TICKET_3574,2024-09-30,Bananes,Fruits,0.34,5.87,2.0,0.8
TICKET_3574,2024-09-30,Café,Produits transformés,1.09,10.57,11.52,16.0
TICKET_3574,2024-09-30,Tofu,Protéines végétales,0.74,4.11,3.04,2.0
TICKET_3574,2024-09-30,Café,Produits transformés,2.7,5.65,15.26,16.0
TICKET_3574,2024-09-30,Fromage,Produits laitiers,0.7,15.36,10.75,20.0
TICKET_3574,2024-09-30,Agneau,Viandes,1.2,15.09,18.11,30.0
TICKET_3574,2024-09-30,Chocolat,Produits transformés,0.58,17.87,10.36,19.0
TICKET_3574,2024-09-30,Tofu,Protéines végétales,1.82,17.29,31.47,2.0
TICKET_3574,2024-09-30,Bananes,Fruits,2.24,10.75,24.08,0.8
TICKET_3574,2024-09-30,Tofu,Protéines végétales,1.39,18.36,25.52,2.0
TICKET_3574,2024-09-30,Bœuf,Viandes,0.53,12.17,6.45,60.0
TICKET_3574,2024-09-30,Bananes,Fruits,2.46,4.03,9.91,0.8
TICKET_3574,2024-09-30,Pommes de terre,Légumes,2.33,4.09,9.53,0.2
TICKET_3574,2024-09-30,Lait,Produits laitiers,2.35,9.17,21.55,1.3
TICKET_3574,2024-09-30,Fromage,Produits laitiers,0.61,9.2,5.61,20.0
TICKET_3574,2024-09-30,Tofu,Protéines végétales,2.26,2.03,4.59,2.0
TICKET_3574,2024-09-30,Bananes,Fruits,0.86,16.23,13.96,0.8
TICKET_3574,2024-09-30,Bananes,Fruits,0.26,17.88,4.65,0.8
TICKET_3574,2024-09-30,Pommes de terre,Légumes,0.45,14.72,6.62,0.2
TICKET_3574,2024-09-30,Tofu,Protéines végétales,1.0,12.7,12.7,2.0
TICKET_3574,2024-09-30,Agneau,Viandes,2.78,8.37,23.27,30.0
TICKET_3574,2024-09-30,Café,Produits transformés,1.36,10.71,14.57,16.0
TICKET_3574,2024-09-30,Porc,Viandes,0.39,10.2,3.98,7.0
TICKET_3574,2024-09-30,Chocolat,Produits transformés,0.37,5.12,1.89,19.0
TICKET_3574,2024-09-30,Carottes,Légumes,2.33,19.17,44.67,0.1
TICKET_2568,2024-05-25,Lentilles,Protéines végétales,2.39,4.78,11.42,0.9
TICKET_2568,2024-05-25,Fromage,Produits laitiers,1.41,9.41,13.27,20.0
TICKET_2568,2024-05-25,Tofu,Protéines végétales,2.91,13.97,40.65,2.0
TICKET_2568,2024-05-25,Poulet,Viandes,0.21,2.04,0.43,6.0
TICKET_2568,2024-05-25,Fromage,Produits laitiers,2.26,13.2,29.83,20.0
TICKET_2568,2024-05-25,Tofu,Protéines végétales,1.31,3.61,4.73,2.0
TICKET_2568,2024-05-25,Pommes,Fruits,2.98,11.87,35.37,0.3
TICKET_2568,2024-05-25,Carottes,Légumes,0.84,16.84,14.15,0.1
TICKET_2568,2024-05-25,Lait,Produits laitiers,2.32,9.48,21.99,1.3
TICKET_2568,2024-05-25,Poulet,Viandes,0.33,15.51,5.12,6.0
TICKET_2568,2024-05-25,Fromage,Produits laitiers,1.79,8.67,15.52,20.0
TICKET_2568,2024-05-25,Bananes,Fruits,2.56,5.45,13.95,0.8
TICKET_2568,2024-05-25,Bœuf,Viandes,1.03,3.85,3.97,60.0
TICKET_2568,2024-05-25,Bananes,Fruits,2.41,12.0,28.92,0.8
TICKET_2568,2024-05-25,Lentilles,Protéines végétales,2.59,6.73,17.43,0.9
TICKET_2568,2024-05-25,Porc,Viandes,1.14,12.66,14.43,7.0
TICKET_2568,2024-05-25,Œufs,Œufs,1.68,14.2,23.86,4.0
TICKET_2568,2024-05-25,Œufs,Œufs,2.6,4.39,11.41,4.0
TICKET_2568,2024-05-25,Lait,Produits laitiers,1.6,6.17,9.87,1.3
TICKET_2568,2024-05-25,Carottes,Légumes,1.72,3.58,6.16,0.1
TICKET_2568,2024-05-25,Poulet,Viandes,1.72,2.73,4.7,6.0
TICKET_2568,2024-05-25,Porc,Viandes,1.12,12.68,14.2,7.0
TICKET_2568,2024-05-25,Bœuf,Viandes,2.67,3.46,9.24,60.0
TICKET_2568,2024-05-25,Bœuf,Viandes,2.88,2.18,6.28,60.0
TICKET_2568,2024-05-25,Tofu,Protéines végétales,2.93,4.91,14.39,2.0
TICKET_2568,2024-05-25,Tofu,Protéines végétales,1.84,14.07,25.89,2.0
TICKET_2568,2024-05-25,Pommes de terre,Légumes,2.51,18.08,45.38,0.2
TICKET_2568,2024-05-25,Fromage,Produits laitiers,1.71,3.31,5.66,20.0
TICKET_2568,2024-05-25,Agneau,Viandes,0.56,10.45,5.85,30.0
TICKET_2568,2024-05-25,Agneau,Viandes,2.8,12.34,34.55,30.0
TICKET_9771,2024-11-21,Chocolat,Produits transformés,0.32,5.51,1.76,19.0
TICKET_9771,2024-11-21,Café,Produits transformés,2.86,16.84,48.16,16.0
TICKET_9771,2024-11-21,Bœuf,Viandes,1.12,14.9,16.69,60.0
TICKET_9771,2024-11-21,Lentilles,Protéines végétales,2.52,12.71,32.03,0.9
TICKET_9771,2024-11-21,Bœuf,Viandes,0.84,9.17,7.7,60.0
TICKET_9771,2024-11-21,Pommes,Fruits,2.77,7.93,21.97,0.3
TICKET_9771,2024-11-21,Pommes,Fruits,2.74,15.1,41.37,0.3
TICKET_9771,2024-11-21,Café,Produits transformés,2.32,10.92,25.33,16.0
TICKET_9771,2024-11-21,Carottes,Légumes,1.53,2.38,3.64,0.1
TICKET_9771,2024-11-21,Pommes,Fruits,2.56,3.19,8.17,0.3
TICKET_9771,2024-11-21,Pommes,Fruits,0.73,18.94,13.83,0.3
TICKET_9771,2024-11-21,Porc,Viandes,2.98,19.7,58.71,7.0
TICKET_9771,2024-11-21,Chocolat,Produits transformés,0.62,6.69,4.15,19.0
TICKET_9771,2024-11-21,Bœuf,Viandes,1.01,16.84,17.01,60.0
TICKET_9771,2024-11-21,Œufs,Œufs,1.12,7.13,7.99,4.0
TICKET_9771,2024-11-21,Agneau,Viandes,2.37,19.46,46.12,30.0
TICKET_9771,2024-11-21,Lentilles,Protéines végétales,1.63,10.98,17.9,0.9
TICKET_9771,2024-11-21,Carottes,Légumes,2.38,11.77,28.01,0.1
TICKET_9771,2024-11-21,Porc,Viandes,0.34,16.47,5.6,7.0
TICKET_9771,2024-11-21,Agneau,Viandes,1.81,16.72,30.26,30.0
TICKET_9771,2024-11-21,Poulet,Viandes,1.43,8.66,12.38,6.0
TICKET_9771,2024-11-21,Agneau,Viandes,2.82,2.56,7.22,30.0
TICKET_9771,2024-11-21,Lait,Produits laitiers,1.01,2.47,2.49,1.3
TICKET_9771,2024-11-21,Porc,Viandes,1.01,12.2,12.32,7.0
TICKET_9771,2024-11-21,Tofu,Protéines végétales,1.21,7.8,9.44,2.0
TICKET_9771,2024-11-21,Fromage,Produits laitiers,1.16,16.57,19.22,20.0
TICKET_9771,2024-11-21,Porc,Viandes,0.89,17.12,15.24,7.0
TICKET_9771,2024-11-21,Bœuf,Viandes,2.21,5.7,12.6,60.0
TICKET_9771,2024-11-21,Porc,Viandes,0.17,15.85,2.69,7.0
TICKET_9771,2024-11-21,Bananes,Fruits,0.84,14.62,12.28,0.8
TICKET_4687,2024-02-08,Fromage,Produits laitiers,0.76,16.72,12.71,20.0
TICKET_4687,2024-02-08,Porc,Viandes,2.78,8.4,23.35,7.0
TICKET_4687,2024-02-08,Pommes de terre,Légumes,1.87,18.88,35.31,0.2
TICKET_4687,2024-02-08,Porc,Viandes,0.44,17.88,7.87,7.0
TICKET_4687,2024-02-08,Œufs,Œufs,1.42,13.36,18.97,4.0
TICKET_4687,2024-02-08,Fromage,Produits laitiers,2.83,2.44,6.91,20.0
TICKET_4687,2024-02-08,Fromage,Produits laitiers,1.87,17.81,33.3,20.0
TICKET_4687,2024-02-08,Bananes,Fruits,0.45,6.13,2.76,0.8
TICKET_4687,2024-02-08,Agneau,Viandes,1.84,14.79,27.21,30.0
TICKET_4687,2024-02-08,Agneau,Viandes,1.69,17.95,30.34,30.0
TICKET_4687,2024-02-08,Carottes,Légumes,1.65,9.95,16.42,0.1
TICKET_4687,2024-02-08,Pommes,Fruits,2.44,13.64,33.28,0.3
TICKET_4687,2024-02-08,Lentilles,Protéines végétales,2.73,7.04,19.22,0.9
TICKET_4687,2024-02-08,Lentilles,Protéines végétales,0.29,15.93,4.62,0.9
TICKET_4687,2024-02-08,Tofu,Protéines végétales,2.85,6.86,19.55,2.0
TICKET_4687,2024-02-08,Pommes,Fruits,1.41,6.93,9.77,0.3
TICKET_4687,2024-02-08,Bananes,Fruits,0.33,10.82,3.57,0.8
TICKET_4687,2024-02-08,Œufs,Œufs,1.66,19.52,32.4,4.0
TICKET_4687,2024-02-08,Bananes,Fruits,0.24,17.62,4.23,0.8
TICKET_4687,2024-02-08,Porc,Viandes,3.0,17.32,51.96,7.0
TICKET_4687,2024-02-08,Chocolat,Produits transformés,0.21,18.4,3.86,19.0
TICKET_4687,2024-02-08,Poulet,Viandes,0.49,6.45,3.16,6.0
TICKET_4687,2024-02-08,Œufs,Œufs,0.46,15.9,7.31,4.0
TICKET_4687,2024-02-08,Bœuf,Viandes,1.84,2.07,3.81,60.0
TICKET_4687,2024-02-08,Lentilles,Protéines végétales,2.32,7.24,16.8,0.9
TICKET_4687,2024-02-08,Lentilles,Protéines végétales,0.98,18.03,17.67,0.9
TICKET_4687,2024-02-08,Poulet,Viandes,2.37,16.57,39.27,6.0
TICKET_4687,2024-02-08,Carottes,Légumes,0.39,18.35,7.16,0.1
TICKET_4687,2024-02-08,Fromage,Produits laitiers,0.36,15.43,5.55,20.0
TICKET_4687,2024-02-08,Fromage,Produits laitiers,2.85,18.16,51.76,20.0
TICKET_9985,2024-04-21,Chocolat,Produits transformés,1.59,19.39,30.83,19.0
TICKET_9985,2024-04-21,Tofu,Protéines végétales,0.65,8.09,5.26,2.0
TICKET_9985,2024-04-21,Carottes,Légumes,0.89,15.73,14.0,0.1
TICKET_9985,2024-04-21,Bœuf,Viandes,1.56,16.51,25.76,60.0
TICKET_9985,2024-04-21,Poulet,Viandes,1.97,18.64,36.72,6.0
TICKET_9985,2024-04-21,Pommes de terre,Légumes,2.51,9.16,22.99,0.2
TICKET_9985,2024-04-21,Chocolat,Produits transformés,2.56,11.52,29.49,19.0
TICKET_9985,2024-04-21,Agneau,Viandes,2.47,17.1,42.24,30.0
TICKET_9985,2024-04-21,Bœuf,Viandes,2.39,13.84,33.08,60.0
TICKET_9985,2024-04-21,Bœuf,Viandes,0.72,12.82,9.23,60.0
TICKET_9985,2024-04-21,Fromage,Produits laitiers,1.02,14.25,14.54,20.0
TICKET_9985,2024-04-21,Agneau,Viandes,2.71,12.37,33.52,30.0
TICKET_9985,2024-04-21,Tofu,Protéines végétales,1.25,11.91,14.89,2.0
TICKET_9985,2024-04-21,Carottes,Légumes,1.16,11.19,12.98,0.1
TICKET_9985,2024-04-21,Poulet,Viandes,2.01,19.05,38.29,6.0
TICKET_9985,2024-04-21,Agneau,Viandes,1.58,14.55,22.99,30.0
TICKET_9985,2024-04-21,Poulet,Viandes,2.59,15.11,39.13,6.0
TICKET_9985,2024-04-21,Fromage,Produits laitiers,0.65,16.6,10.79,20.0
TICKET_9985,2024-04-21,Chocolat,Produits transformés,1.36,5.35,7.28,19.0
TICKET_9985,2024-04-21,Tofu,Protéines végétales,0.17,9.03,1.54,2.0
TICKET_9985,2024-04-21,Bananes,Fruits,1.81,14.09,25.5,0.8
TICKET_9985,2024-04-21,Bœuf,Viandes,2.72,8.39,22.82,60.0
TICKET_9985,2024-04-21,Tofu,Protéines végétales,0.58,11.06,6.41,2.0
TICKET_9985,2024-04-21,Carottes,Légumes,1.77,5.2,9.2,0.1
TICKET_9985,2024-04-21,Pommes de terre,Légumes,1.39,2.06,2.86,0.2
TICKET_9985,2024-04-21,Œufs,Œufs,2.85,4.54,12.94,4.0
TICKET_9985,2024-04-21,Porc,Viandes,2.05,5.26,10.78,7.0
TICKET_9985,2024-04-21,Chocolat,Produits transformés,1.17,19.53,22.85,19.0
TICKET_9985,2024-04-21,Lentilles,Protéines végétales,2.8,17.88,50.06,0.9
TICKET_9985,2024-04-21,Chocolat,Produits transformés,1.54,6.3,9.7,19.0
TICKET_4757,2024-05-17,Fromage,Produits laitiers,0.65,6.43,4.18,20.0
TICKET_4757,2024-05-17,Pommes de terre,Légumes,0.3,3.1,0.93,0.2
TICKET_4757,2024-05-17,Tofu,Protéines végétales,0.26,7.01,1.82,2.0
TICKET_4757,2024-05-17,Tofu,Protéines végétales,1.79,8.68,15.54,2.0
TICKET_4757,2024-05-17,Poulet,Viandes,1.08,19.75,21.33,6.0
TICKET_4757,2024-05-17,Lait,Produits laitiers,2.63,19.55,51.42,1.3
TICKET_4757,2024-05-17,Porc,Viandes,1.32,3.3,4.36,7.0
TICKET_4757,2024-05-17,Agneau,Viandes,1.34,15.28,20.48,30.0
TICKET_4757,2024-05-17,Lentilles,Protéines végétales,2.91,17.37,50.55,0.9
TICKET_4757,2024-05-17,Pommes de terre,Légumes,0.82,15.63,12.82,0.2
TICKET_4757,2024-05-17,Bananes,Fruits,1.91,13.26,25.33,0.8
TICKET_4757,2024-05-17,Pommes de terre,Légumes,1.64,18.4,30.18,0.2
TICKET_4757,2024-05-17,Bœuf,Viandes,2.31,5.15,11.9,60.0
TICKET_4757,2024-05-17,Chocolat,Produits transformés,1.13,12.37,13.98,19.0
TICKET_4757,2024-05-17,Fromage,Produits laitiers,0.63,17.59,11.08,20.0
TICKET_4757,2024-05-17,Bœuf,Viandes,2.48,16.57,41.09,60.0
TICKET_4757,2024-05-17,Café,Produits transformés,2.64,10.38,27.4,16.0
TICKET_4757,2024-05-17,Lait,Produits laitiers,2.59,7.9,20.46,1.3
TICKET_4757,2024-05-17,Fromage,Produits laitiers,0.48,8.87,4.26,20.0
TICKET_4757,2024-05-17,Pommes de terre,Légumes,2.69,8.26,22.22,0.2
TICKET_4757,2024-05-17,Chocolat,Produits transformés,2.25,5.8,13.05,19.0
TICKET_4757,2024-05-17,Pommes,Fruits,2.61,9.28,24.22,0.3
TICKET_4757,2024-05-17,Bananes,Fruits,2.13,9.59,20.43,0.8
TICKET_4757,2024-05-17,Porc,Viandes,1.31,9.61,12.59,7.0
TICKET_4757,2024-05-17,Porc,Viandes,2.42,6.65,16.09,7.0
TICKET_4757,2024-05-17,Tofu,Protéines végétales,1.2,3.84,4.61,2.0
TICKET_4757,2024-05-17,Bœuf,Viandes,2.54,16.18,41.1,60.0
TICKET_4757,2024-05-17,Poulet,Viandes,2.56,10.32,26.42,6.0
TICKET_4757,2024-05-17,Œufs,Œufs,1.57,6.61,10.38,4.0
TICKET_4757,2024-05-17,Café,Produits transformés,1.04,19.43,20.21,16.0
TICKET_9771,2024-05-14,Chocolat,Produits transformés,1.85,16.64,30.78,19.0
TICKET_9771,2024-05-14,Lentilles,Protéines végétales,1.01,15.63,15.79,0.9
TICKET_9771,2024-05-14,Fromage,Produits laitiers,1.77,2.34,4.14,20.0
TICKET_9771,2024-05-14,Lait,Produits laitiers,2.87,5.17,14.84,1.3
TICKET_9771,2024-05-14,Tofu,Protéines végétales,2.71,19.7,53.39,2.0
TICKET_9771,2024-05-14,Chocolat,Produits transformés,2.93,6.33,18.55,19.0
TICKET_9771,2024-05-14,Pommes de terre,Légumes,1.01,3.82,3.86,0.2
TICKET_9771,2024-05-14,Œufs,Œufs,1.56,6.05,9.44,4.0
TICKET_9771,2024-05-14,Œufs,Œufs,2.73,9.09,24.82,4.0
TICKET_9771,2024-05-14,Lait,Produits laitiers,1.95,12.47,24.32,1.3
TICKET_9771,2024-05-14,Café,Produits transformés,0.62,8.14,5.05,16.0
TICKET_9771,2024-05-14,Café,Produits transformés,0.4,17.04,6.82,16.0
TICKET_9771,2024-05-14,Carottes,Légumes,2.98,10.67,31.8,0.1
TICKET_9771,2024-05-14,Pommes,Fruits,0.38,3.46,1.31,0.3
TICKET_9771,2024-05-14,Café,Produits transformés,2.14,8.87,18.98,16.0
TICKET_9771,2024-05-14,Bananes,Fruits,0.8,9.56,7.65,0.8
TICKET_9771,2024-05-14,Lait,Produits laitiers,2.47,4.42,10.92,1.3
TICKET_9771,2024-05-14,Pommes de terre,Légumes,1.2,10.92,13.1,0.2
TICKET_9771,2024-05-14,Porc,Viandes,2.68,11.19,29.99,7.0
TICKET_9771,2024-05-14,Lait,Produits laitiers,2.05,8.95,18.35,1.3
TICKET_9771,2024-05-14,Œufs,Œufs,0.72,3.67,2.64,4.0
TICKET_9771,2024-05-14,Agneau,Viandes,1.04,16.35,17.0,30.0
TICKET_9771,2024-05-14,Lentilles,Protéines végétales,1.89,9.18,17.35,0.9
TICKET_9771,2024-05-14,Chocolat,Produits transformés,1.32,9.95,13.13,19.0
TICKET_9771,2024-05-14,Tofu,Protéines végétales,1.45,15.24,22.1,2.0
TICKET_9771,2024-05-14,Chocolat,Produits transformés,2.08,10.48,21.8,19.0
TICKET_9771,2024-05-14,Pommes de terre,Légumes,0.33,18.7,6.17,0.2
TICKET_9771,2024-05-14,Œufs,Œufs,2.21,3.8,8.4,4.0
TICKET_9771,2024-05-14,Bananes,Fruits,2.97,13.33,39.59,0.8
TICKET_9771,2024-05-14,Lentilles,Protéines végétales,1.42,10.7,15.19,0.9
TICKET_4035,2024-04-03,Lentilles,Protéines végétales,1.12,5.57,6.24,0.9
TICKET_4035,2024-04-03,Pommes de terre,Légumes,1.49,16.08,23.96,0.2
TICKET_4035,2024-04-03,Fromage,Produits laitiers,3.0,9.31,27.93,20.0
TICKET_4035,2024-04-03,Bœuf,Viandes,1.9,2.09,3.97,60.0
TICKET_4035,2024-04-03,Lentilles,Protéines végétales,0.64,12.7,8.13,0.9
TICKET_4035,2024-04-03,Bœuf,Viandes,2.56,7.48,19.15,60.0
TICKET_4035,2024-04-03,Bœuf,Viandes,0.67,4.05,2.71,60.0
TICKET_4035,2024-04-03,Café,Produits transformés,0.27,9.64,2.6,16.0
TICKET_4035,2024-04-03,Bananes,Fruits,1.9,8.43,16.02,0.8
TICKET_4035,2024-04-03,Bananes,Fruits,1.83,11.69,21.39,0.8
TICKET_4035,2024-04-03,Lentilles,Protéines végétales,0.55,6.94,3.82,0.9
TICKET_4035,2024-04-03,Carottes,Légumes,0.99,17.44,17.27,0.1
TICKET_4035,2024-04-03,Œufs,Œufs,2.58,18.43,47.55,4.0
TICKET_4035,2024-04-03,Bananes,Fruits,2.53,7.28,18.42,0.8
TICKET_4035,2024-04-03,Poulet,Viandes,0.88,14.62,12.87,6.0
TICKET_4035,2024-04-03,Carottes,Légumes,2.79,2.74,7.64,0.1
TICKET_4035,2024-04-03,Porc,Viandes,0.11,3.68,0.4,7.0
TICKET_4035,2024-04-03,Carottes,Légumes,0.86,6.01,5.17,0.1
TICKET_4035,2024-04-03,Porc,Viandes,2.64,9.26,24.45,7.0
TICKET_4035,2024-04-03,Bananes,Fruits,2.31,18.11,41.83,0.8
TICKET_4035,2024-04-03,Café,Produits transformés,1.8,16.73,30.11,16.0
TICKET_4035,2024-04-03,Bœuf,Viandes,2.46,10.16,24.99,60.0
TICKET_4035,2024-04-03,Pommes de terre,Légumes,1.05,11.57,12.15,0.2
TICKET_4035,2024-04-03,Pommes de terre,Légumes,2.5,14.84,37.1,0.2
TICKET_4035,2024-04-03,Agneau,Viandes,2.55,11.97,30.52,30.0
TICKET_4035,2024-04-03,Bananes,Fruits,1.77,8.75,15.49,0.8
TICKET_4035,2024-04-03,Lait,Produits laitiers,2.74,6.69,18.33,1.3
TICKET_4035,2024-04-03,Carottes,Légumes,0.25,11.42,2.85,0.1
TICKET_4035,2024-04-03,Lentilles,Protéines végétales,0.9,9.68,8.71,0.9
TICKET_4035,2024-04-03,Lentilles,Protéines végétales,2.68,17.79,47.68,0.9
TICKET_2054,2024-04-01,Fromage,Produits laitiers,2.91,8.49,24.71,20.0
TICKET_2054,2024-04-01,Bananes,Fruits,1.85,9.79,18.11,0.8
TICKET_2054,2024-04-01,Lait,Produits laitiers,2.07,12.94,26.79,1.3
TICKET_2054,2024-04-01,Bœuf,Viandes,2.16,5.04,10.89,60.0
TICKET_2054,2024-04-01,Café,Produits transformés,2.09,19.36,40.46,16.0
TICKET_2054,2024-04-01,Carottes,Légumes,2.26,11.99,27.1,0.1
TICKET_2054,2024-04-01,Bananes,Fruits,2.92,4.23,12.35,0.8
TICKET_2054,2024-04-01,Fromage,Produits laitiers,2.16,4.17,9.01,20.0
TICKET_2054,2024-04-01,Porc,Viandes,2.18,12.87,28.06,7.0
TICKET_2054,2024-04-01,Poulet,Viandes,0.31,16.23,5.03,6.0
TICKET_2054,2024-04-01,Poulet,Viandes,0.37,7.51,2.78,6.0
TICKET_2054,2024-04-01,Café,Produits transformés,2.36,2.19,5.17,16.0
TICKET_2054,2024-04-01,Pommes,Fruits,0.35,17.82,6.24,0.3
TICKET_2054,2024-04-01,Agneau,Viandes,2.65,6.75,17.89,30.0
TICKET_2054,2024-04-01,Porc,Viandes,1.38,13.67,18.86,7.0
TICKET_2054,2024-04-01,Bananes,Fruits,0.2,14.69,2.94,0.8
TICKET_2054,2024-04-01,Pommes,Fruits,1.23,3.1,3.81,0.3
TICKET_2054,2024-04-01,Café,Produits transformés,0.81,15.5,12.56,16.0
TICKET_2054,2024-04-01,Agneau,Viandes,2.98,7.15,21.31,30.0
TICKET_2054,2024-04-01,Tofu,Protéines végétales,0.45,18.0,8.1,2.0
TICKET_2054,2024-04-01,Porc,Viandes,2.5,8.94,22.35,7.0
TICKET_2054,2024-04-01,Carottes,Légumes,0.17,8.74,1.49,0.1
TICKET_2054,2024-04-01,Carottes,Légumes,2.1,16.49,34.63,0.1
TICKET_2054,2024-04-01,Tofu,Protéines végétales,1.87,13.45,25.15,2.0
TICKET_2054,2024-04-01,Porc,Viandes,2.07,13.87,28.71,7.0
TICKET_2054,2024-04-01,Café,Produits transformés,1.43,19.23,27.5,16.0
TICKET_2054,2024-04-01,Bœuf,Viandes,1.8,18.93,34.07,60.0
TICKET_2054,2024-04-01,Porc,Viandes,0.32,6.45,2.06,7.0
TICKET_2054,2024-04-01,Poulet,Viandes,0.98,15.12,14.82,6.0
TICKET_2054,2024-04-01,Agneau,Viandes,1.64,17.46,28.63,30.0
TICKET_3370,2024-10-11,Chocolat,Produits transformés,0.22,3.84,0.84,19.0
TICKET_3370,2024-10-11,Café,Produits transformés,2.16,7.35,15.88,16.0
TICKET_3370,2024-10-11,Lentilles,Protéines végétales,2.53,9.56,24.19,0.9
TICKET_3370,2024-10-11,Lait,Produits laitiers,2.22,15.39,34.17,1.3
TICKET_3370,2024-10-11,Lait,Produits laitiers,1.17,5.06,5.92,1.3
TICKET_3370,2024-10-11,Lentilles,Protéines végétales,1.84,6.38,11.74,0.9
TICKET_3370,2024-10-11,Bananes,Fruits,0.8,16.06,12.85,0.8
TICKET_3370,2024-10-11,Carottes,Légumes,1.69,14.52,24.54,0.1
TICKET_3370,2024-10-11,Bœuf,Viandes,0.83,9.61,7.98,60.0
TICKET_3370,2024-10-11,Agneau,Viandes,2.41,3.19,7.69,30.0
TICKET_3370,2024-10-11,Bœuf,Viandes,2.52,12.99,32.73,60.0
TICKET_3370,2024-10-11,Agneau,Viandes,2.33,2.58,6.01,30.0
TICKET_3370,2024-10-11,Poulet,Viandes,0.55,4.25,2.34,6.0
TICKET_3370,2024-10-11,Poulet,Viandes,1.34,6.59,8.83,6.0
TICKET_3370,2024-10-11,Agneau,Viandes,2.32,2.37,5.5,30.0
TICKET_3370,2024-10-11,Carottes,Légumes,0.46,8.09,3.72,0.1
TICKET_3370,2024-10-11,Pommes,Fruits,0.62,12.03,7.46,0.3
TICKET_3370,2024-10-11,Café,Produits transformés,1.3,18.52,24.08,16.0
TICKET_3370,2024-10-11,Carottes,Légumes,0.23,13.05,3.0,0.1
TICKET_3370,2024-10-11,Fromage,Produits laitiers,0.3,15.73,4.72,20.0
TICKET_3370,2024-10-11,Agneau,Viandes,2.97,9.81,29.14,30.0
TICKET_3370,2024-10-11,Lentilles,Protéines végétales,2.29,5.54,12.69,0.9
TICKET_3370,2024-10-11,Pommes de terre,Légumes,1.98,3.9,7.72,0.2
TICKET_3370,2024-10-11,Agneau,Viandes,1.8,19.83,35.69,30.0
TICKET_3370,2024-10-11,Bœuf,Viandes,2.23,2.66,5.93,60.0
TICKET_3370,2024-10-11,Lentilles,Protéines végétales,2.63,3.7,9.73,0.9
TICKET_3370,2024-10-11,Agneau,Viandes,2.97,8.52,25.3,30.0
TICKET_3370,2024-10-11,Œufs,Œufs,0.98,16.38,16.05,4.0
TICKET_3370,2024-10-11,Fromage,Produits laitiers,2.14,15.6,33.38,20.0
TICKET_3370,2024-10-11,Tofu,Protéines végétales,1.84,13.36,24.58,2.0
TICKET_8700,2024-02-10,Œufs,Œufs,1.39,19.01,26.42,4.0
TICKET_8700,2024-02-10,Bœuf,Viandes,1.54,14.87,22.9,60.0
TICKET_8700,2024-02-10,Fromage,Produits laitiers,2.84,7.17,20.36,20.0
TICKET_8700,2024-02-10,Agneau,Viandes,0.98,11.99,11.75,30.0
TICKET_8700,2024-02-10,Tofu,Protéines végétales,2.0,19.12,38.24,2.0
TICKET_8700,2024-02-10,Café,Produits transformés,1.27,4.92,6.25,16.0
TICKET_8700,2024-02-10,Pommes de terre,Légumes,0.53,2.01,1.07,0.2
TICKET_8700,2024-02-10,Tofu,Protéines végétales,2.32,13.54,31.41,2.0
TICKET_8700,2024-02-10,Bœuf,Viandes,2.43,15.95,38.76,60.0
TICKET_8700,2024-02-10,Poulet,Viandes,2.97,18.76,55.72,6.0
TICKET_8700,2024-02-10,Chocolat,Produits transformés,0.92,4.6,4.23,19.0
TICKET_8700,2024-02-10,Lait,Produits laitiers,2.28,10.87,24.78,1.3
TICKET_8700,2024-02-10,Tofu,Protéines végétales,2.35,5.51,12.95,2.0
TICKET_8700,2024-02-10,Porc,Viandes,2.51,17.93,45.0,7.0
TICKET_8700,2024-02-10,Lentilles,Protéines végétales,0.21,2.85,0.6,0.9
TICKET_8700,2024-02-10,Poulet,Viandes,0.12,4.05,0.49,6.0
TICKET_8700,2024-02-10,Poulet,Viandes,0.77,18.52,14.26,6.0
TICKET_8700,2024-02-10,Bananes,Fruits,0.34,18.3,6.22,0.8
TICKET_8700,2024-02-10,Fromage,Produits laitiers,1.75,5.89,10.31,20.0
TICKET_8700,2024-02-10,Agneau,Viandes,2.2,5.96,13.11,30.0
TICKET_8700,2024-02-10,Œufs,Œufs,1.4,3.74,5.24,4.0
TICKET_8700,2024-02-10,Café,Produits transformés,1.04,4.19,4.36,16.0
TICKET_8700,2024-02-10,Chocolat,Produits transformés,2.53,12.85,32.51,19.0
TICKET_8700,2024-02-10,Porc,Viandes,0.39,5.18,2.02,7.0
TICKET_8700,2024-02-10,Fromage,Produits laitiers,0.86,3.31,2.85,20.0
TICKET_8700,2024-02-10,Lentilles,Protéines végétales,0.42,5.88,2.47,0.9
TICKET_8700,2024-02-10,Bœuf,Viandes,1.9,7.58,14.4,60.0
TICKET_8700,2024-02-10,Café,Produits transformés,2.49,17.77,44.25,16.0
